model,log_loss,accuracy,balanced_accuracy,macro_f1
xgboost,1.8272248265861515,0.39597706507551744,0.11068575438806194,0.08552349377745609
calibrated_blend,1.841141598591597,0.39315681521536455,0.10952008040354398,0.08423621495774246
sgd_logistic,1.8506364401372215,0.39175834421033,0.10911040007262769,0.08387979626859648
baseline_prior,1.8776206846980499,0.39266735036360245,0.10915709534723782,0.08386344971650751
